oaColorName;publicationId;year;publisherId;publisherName;journalId;journalTitle
Gold;pub.1003506011;2015;pblshr.1000078;Elsevier;jour.1098891;Gaceta Sanitaria
Closed;pub.1003559348;2016;pblshr.1000078;Elsevier;jour.1044002;Journal of Cleaner Production
Closed;pub.1003566229;2016;pblshr.1000311;Wiley;jour.1017409;Clinical Pharmacology & Therapeutics
Hybrid;pub.1003570822;2016;pblshr.1000078;Elsevier;jour.1044002;Journal of Cleaner Production
Closed;pub.1003572770;2015;pblshr.1000374;De Gruyter;jour.1023547;Holzforschung
Grün;pub.1003576975;2016;pblshr.1000311;Wiley;jour.1023179;Angewandte Chemie
Closed;pub.1003588623;2015;pblshr.1000297;Springer Nature;jour.1112351;Allergo Journal
Closed;pub.1003600591;2015;pblshr.1000078;Elsevier;jour.1077001;Tetrahedron Letters
Gold;pub.1003603213;2015;pblshr.1000297;Springer Nature;jour.1052482;Journal of High Energy Physics
Closed;pub.1003611104;2015;pblshr.1000078;Elsevier;jour.1081615;Biological Conservation
Gold;pub.1003619045;2016;pblshr.1001965;Frontiers;jour.1045668;Frontiers in Plant Science
Gold;pub.1003622305;2015;pblshr.1000078;Elsevier;jour.1044218;Physics Procedia
Gold;pub.1003645348;2015;pblshr.1000235;American Society for Microbiology;jour.1047634;Microbiology Resource Announcements
Grün;pub.1003646165;2018;pblshr.1000311;Wiley;jour.1142766;European Management Review
Closed;pub.1003661945;2015;pblshr.1000078;Elsevier;jour.1129443;Biomass and Bioenergy
Closed;pub.1003662302;2015;pblshr.1000311;Wiley;jour.1040295;Functional Ecology
Gold;pub.1003669849;2015;pblshr.1000297;Springer Nature;jour.1024632;BMC Cancer
Gold;pub.1003712408;2016;pblshr.1000078;Elsevier;jour.1312121;Nuclear Physics B
Gold;pub.1003714586;2016;pblshr.1000297;Springer Nature;jour.1034452;Frontiers in Zoology
Hybrid;pub.1003723279;2016;pblshr.1000297;Springer Nature;jour.1085476;Behavioral Ecology and Sociobiology
Grün;pub.1003735967;2015;pblshr.1000297;Springer Nature;jour.1103410;European Journal of Human Genetics
Closed;pub.1003738406;2015;pblshr.1000297;Springer Nature;jour.1081548;Social Indicators Research
Hybrid;pub.1003738865;2016;pblshr.1000016;American Physical Society (APS);jour.1018277;Physical Review Letters
Bronze;pub.1003747084;2017;pblshr.1000078;Elsevier;jour.1015319;Kidney International
Closed;pub.1003827619;2015;pblshr.1000140;Emerald;jour.1295767;Program
Closed;pub.1003840377;2015;pblshr.1000311;Wiley;jour.1043867;Journal of Plant Nutrition and Soil Science
Closed;pub.1003840714;2017;pblshr.1000078;Elsevier;jour.1013552;Soil Biology and Biochemistry
Closed;pub.1003862634;2015;pblshr.1000297;Springer Nature;jour.1135931;European Journal of Wood and Wood Products
Closed;pub.1003877013;2015;pblshr.1000374;De Gruyter;jour.1140114;Zeitschrift für Antikes Christentum / Journal of Ancient Christianity
Closed;pub.1003894719;2017;pblshr.1000078;Elsevier;jour.1052650;Tectonophysics
Closed;pub.1003906892;2016;pblshr.1000078;Elsevier;jour.1327410;Ecological Economics
Gold;pub.1003916074;2016;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Closed;pub.1003948243;2015;pblshr.1000297;Springer Nature;jour.1009586;Oecologia
Hybrid;pub.1003949637;2015;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1297159;Chemical Communications
Gold;pub.1003966546;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1003975960;2015;pblshr.1000297;Springer Nature;jour.1018193;Der Nervenarzt
Bronze;pub.1003986557;2016;pblshr.1000297;Springer Nature;jour.1313384;ZDM
Gold;pub.1003996349;2015;pblshr.1003381;Korean Society of Plant Pathology;jour.1024177;Plant Pathology Journal
Bronze;pub.1004000500;2015;pblshr.1000286;Oxford University Press (OUP);jour.1111857;Plant and Cell Physiology
Closed;pub.1004008204;2017;pblshr.1000311;Wiley;jour.1103093;Journal of the European Academy of Dermatology and Venereology
Closed;pub.1004018790;2016;pblshr.1000140;Emerald;jour.1154583;Cross Cultural & Strategic Management
Grün;pub.1004018823;2016;pblshr.1000078;Elsevier;jour.1015700;Research Policy
Closed;pub.1004041864;2015;pblshr.1000311;Wiley;jour.1006629;Annals of Applied Biology
Closed;pub.1004056602;2015;pblshr.1000311;Wiley;jour.1312040;Acta Neurologica Scandinavica
Closed;pub.1004072622;2016;pblshr.1000311;Wiley;jour.1132303;Global Change Biology
Bronze;pub.1004090180;2016;pblshr.1000013;American Geophysical Union (AGU);jour.1081604;Water Resources Research
Closed;pub.1004094149;2015;pblshr.1000311;Wiley;jour.1295034;Advanced Synthesis & Catalysis
Gold;pub.1004096224;2015;pblshr.1001965;Frontiers;jour.1044598;Frontiers in Psychology
Closed;pub.1004096849;2017;pblshr.1000297;Springer Nature;jour.1034521;Journal of Soils and Sediments
Gold;pub.1004114134;2016;pblshr.1001965;Frontiers;jour.1045668;Frontiers in Plant Science
Bronze;pub.1004131072;2016;pblshr.1000297;Springer Nature;jour.1016414;Memory & Cognition
Closed;pub.1004141945;2015;pblshr.1000374;De Gruyter;jour.1137221;Kant-Studien
Closed;pub.1004165216;2016;pblshr.1000311;Wiley;jour.1009938;FEBS Letters
Gold;pub.1004171144;2016;pblshr.1000297;Springer Nature;jour.1034919;Fluids and Barriers of the CNS
Closed;pub.1004197698;2017;pblshr.1000311;Wiley;jour.1023179;Angewandte Chemie
Closed;pub.1004198885;2015;pblshr.1000311;Wiley;jour.1126578;Biotropica
Grün;pub.1004215129;2016;pblshr.1000311;Wiley;jour.1134649;Astronomische Nachrichten
Closed;pub.1004216477;2015;pblshr.1000078;Elsevier;jour.1040733;Quaternary Science Reviews
Gold;pub.1004251129;2015;pblshr.1000078;Elsevier;jour.1044921;Procedia Environmental Sciences
Closed;pub.1004262729;2017;pblshr.1000078;Elsevier;jour.1112099;Ultrasonics Sonochemistry
Closed;pub.1004265666;2015;pblshr.1000297;Springer Nature;jour.1050194;Zeitschrift für Erziehungswissenschaft
Bronze;pub.1004269882;2015;pblshr.1000297;Springer Nature;jour.1041815;Journal of Mathematical Imaging and Vision
Gold;pub.1004274403;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Grün;pub.1004311935;2016;pblshr.1000078;Elsevier;jour.1026116;Earth and Planetary Science Letters
Gold;pub.1004319549;2015;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1044370;Chemical Science
Hybrid;pub.1004328710;2015;pblshr.1000016;American Physical Society (APS);jour.1320488;Physical Review B
Closed;pub.1004331673;2017;pblshr.1000297;Springer Nature;jour.1102786;European Child & Adolescent Psychiatry
Bronze;pub.1004368747;2016;pblshr.1000078;Elsevier;jour.1034467;Alzheimer's & Dementia
Closed;pub.1004375426;2015;pblshr.1000078;Elsevier;jour.1084966;Veterinary Parasitology
Grün;pub.1004392672;2015;pblshr.1000297;Springer Nature;jour.1116831;Clinical Oral Investigations
Closed;pub.1004415105;2015;pblshr.1000311;Wiley;jour.1085116;Contact Dermatitis
Grün;pub.1004424581;2015;pblshr.1000301;Taylor & Francis;jour.1043581;International Geology Review
Closed;pub.1004456105;2016;pblshr.1000311;Wiley;jour.1016355;ChemInform
Closed;pub.1004465343;2017;pblshr.1000078;Elsevier;jour.1052499;Ore Geology Reviews
Closed;pub.1004490743;2016;pblshr.1000078;Elsevier;jour.1077145;Journal of Experimental Child Psychology
Gold;pub.1004504351;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1004507753;2015;pblshr.1000078;Elsevier;jour.1044070;European Journal of Agronomy
Grün;pub.1004525360;2016;pblshr.1000311;Wiley;jour.1023179;Angewandte Chemie
Hybrid;pub.1004573752;2016;pblshr.1000078;Elsevier;jour.1121012;Physics Reports
Closed;pub.1004591965;2016;pblshr.1000297;Springer Nature;jour.1018370;Bulletin of Mathematical Biology
Hybrid;pub.1004596813;2015;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1358277;Soft Matter
Closed;pub.1004610996;2016;pblshr.1000297;Springer Nature;jour.1051986;Food Security
Gold;pub.1004622107;2016;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Closed;pub.1004639455;2015;pblshr.1000311;Wiley;jour.1020092;Journal Of Clinical Periodontology
Closed;pub.1004704940;2016;pblshr.1000301;Taylor & Francis;jour.1137385;Journal of Vertebrate Paleontology
Gold;pub.1004714532;2016;pblshr.1000297;Springer Nature;jour.1284550;npj Microgravity
Closed;pub.1004730376;2016;pblshr.1000078;Elsevier;jour.1016873;Journal of Cranio-Maxillofacial Surgery
Grün;pub.1004733091;2017;pblshr.1000297;Springer Nature;jour.1297490;International Journal of Earth Sciences
Gold;pub.1004770060;2016;pblshr.1000301;Taylor & Francis;jour.1046297;Adolescent Health Medicine and Therapeutics
Hybrid;pub.1004773657;2015;pblshr.1000016;American Physical Society (APS);jour.1320496;Physical Review D
Gold;pub.1004802109;2015;pblshr.1000311;Wiley;jour.1047660;Ecosphere
Closed;pub.1004808969;2015;pblshr.1000078;Elsevier;jour.1091415;Personality and Individual Differences
Closed;pub.1004822998;2017;pblshr.1000078;Elsevier;jour.1029510;Agriculture Ecosystems & Environment
Closed;pub.1004825477;2015;pblshr.1000078;Elsevier;jour.1095126;Neuroscience Research
Closed;pub.1004825842;2015;pblshr.1000050;Brill Academic Publishers;jour.1139395;Journal of Arabic Literature
Closed;pub.1004834093;2015;pblshr.1000311;Wiley;jour.1327499;Ecohydrology
Bronze;pub.1004839374;2015;pblshr.1000263;Institute of Electrical and Electronics Engineers (IEEE);jour.1137583;IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing
Closed;pub.1004866756;2017;pblshr.1000297;Springer Nature;jour.1117239;AIDS and Behavior
Closed;pub.1004868071;2016;pblshr.1000311;Wiley;jour.1043867;Journal of Plant Nutrition and Soil Science
Gold;pub.1004870733;2016;pblshr.1000297;Springer Nature;jour.1052482;Journal of High Energy Physics
Grün;pub.1004877366;2016;pblshr.1000311;Wiley;jour.1023013;Molecular Plant Pathology
Grün;pub.1004877812;2015;pblshr.1000286;Oxford University Press (OUP);jour.1114577;Molecular Human Reproduction
Closed;pub.1004890634;2016;pblshr.1000078;Elsevier;jour.1013552;Soil Biology and Biochemistry
Closed;pub.1004896955;2015;pblshr.1000297;Springer Nature;jour.1124104;International Journal of Fracture
Closed;pub.1004909403;2015;pblshr.1000078;Elsevier;jour.1126651;Ecological Modelling
Closed;pub.1004940565;2016;pblshr.1000311;Wiley;jour.1085116;Contact Dermatitis
Grün;pub.1004941530;2015;pblshr.1000078;Elsevier;jour.1084146;Applied Mathematics and Computation
Hybrid;pub.1004942042;2015;pblshr.1000246;Cold Spring Harbor Laboratory;jour.1114285;RNA
Closed;pub.1005014657;2016;pblshr.1000297;Springer Nature;jour.1044312;Journal of Earth Science
Hybrid;pub.1005022695;2016;pblshr.1003054;Korean Association of Anatomists (KAMJE);jour.1113273;Anatomy & Cell Biology
Closed;pub.1005030074;2015;pblshr.1000297;Springer Nature;jour.1312216;Journal of Bone and Mineral Metabolism
Closed;pub.1005031396;2016;pblshr.1000311;Wiley;jour.1016355;ChemInform
Closed;pub.1005052276;2016;pblshr.1000297;Springer Nature;jour.1022207;Applied Physics A
Closed;pub.1005055943;2016;pblshr.1000078;Elsevier;jour.1137341;International Journal of Adhesion and Adhesives
Grün;pub.1005059193;2017;pblshr.1000297;Springer Nature;jour.1041011;Arthropod-Plant Interactions
Closed;pub.1005066163;2016;pblshr.1000297;Springer Nature;jour.1018957;Nature
Closed;pub.1005084749;2016;pblshr.1000078;Elsevier;jour.1013552;Soil Biology and Biochemistry
Bronze;pub.1005089561;2016;pblshr.1000078;Elsevier;jour.1034467;Alzheimer's & Dementia
Closed;pub.1005091480;2015;pblshr.1000311;Wiley;jour.1016355;ChemInform
Gold;pub.1005097958;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1005168226;2016;pblshr.1000078;Elsevier;jour.1099159;Cellular Signalling
Gold;pub.1005171030;2015;pblshr.1000078;Elsevier;jour.1094748;Physics Letters B
Gold;pub.1005181991;2015;pblshr.1000286;Oxford University Press (OUP);jour.1018982;Nucleic Acids Research
Closed;pub.1005213194;2017;pblshr.1000297;Springer Nature;jour.1135931;European Journal of Wood and Wood Products
Grün;pub.1005245560;2017;pblshr.1000179;SAGE Publications;jour.1060815;Gifted Child Quarterly
Grün;pub.1005246536;2016;pblshr.1000311;Wiley;jour.1297486;ChemSusChem
Gold;pub.1005267464;2015;pblshr.1000237;The Company of Biologists;jour.1046377;Biology Open
Gold;pub.1005272168;2016;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Closed;pub.1005315401;2016;pblshr.1000078;Elsevier;jour.1133055;Bioresource Technology
Closed;pub.1005318106;2015;pblshr.1000078;Elsevier;jour.1086213;Annales de Dermatologie et de Vénéréologie
Gold;pub.1005322158;2015;pblshr.1000297;Springer Nature;jour.1030597;Malaria Journal
Hybrid;pub.1005322701;2016;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1038683;Green Chemistry
Closed;pub.1005329317;2015;pblshr.1000056;Cambridge University Press (CUP);jour.1076897;Bulletin of Entomological Research
Closed;pub.1005339477;2016;pblshr.1000311;Wiley;jour.1023179;Angewandte Chemie
Grün;pub.1005427896;2015;pblshr.1000235;American Society for Microbiology;jour.1085241;Applied and Environmental Microbiology
Closed;pub.1005428215;2016;pblshr.1000078;Elsevier;jour.1036173;Journal of Veterinary Behavior
Grün;pub.1005468018;2016;pblshr.1000341;Proceedings of the National Academy of Sciences;jour.1082971;Proceedings of the National Academy of Sciences
Grün;pub.1005479925;2016;pblshr.1000179;SAGE Publications;jour.1140474;Journal of Service Research
Hybrid;pub.1005482639;2016;pblshr.1000297;Springer Nature;jour.1135804;Theoretical and Applied Genetics
Gold;pub.1005487385;2015;pblshr.1000078;Elsevier;jour.1044922;Agriculture and Agricultural Science Procedia
Grün;pub.1005487676;2015;pblshr.1000078;Elsevier;jour.1119728;Information Sciences
Closed;pub.1005494785;2017;pblshr.1000078;Elsevier;jour.1032544;Materials Research Bulletin
Closed;pub.1005498398;2019;pblshr.1000301;Taylor & Francis;jour.1024165;Business History
Bronze;pub.1005524921;2015;pblshr.1000078;Elsevier;jour.1093746;Journal of the American College of Cardiology
Gold;pub.1005537339;2016;pblshr.1000297;Springer Nature;jour.1043282;Nature Communications
Hybrid;pub.1005582285;2015;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1297159;Chemical Communications
Gold;pub.1005583077;2015;pblshr.1000311;Wiley;jour.1047592;ChemistryOpen
Closed;pub.1005608703;2015;pblshr.1000297;Springer Nature;jour.1017657;International Journal of Biometeorology
Closed;pub.1005613151;2015;pblshr.1000311;Wiley;jour.1014361;Animal Genetics
Grün;pub.1005618223;2015;pblshr.1000276;Wolters Kluwer;jour.1016342;Critical Care Medicine
Hybrid;pub.1005621010;2016;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1358277;Soft Matter
Grün;pub.1005636592;2015;pblshr.1000140;Emerald;jour.1143270;China Agricultural Economic Review
Grün;pub.1005638252;2016;pblshr.1000078;Elsevier;jour.1052623;Earth-Science Reviews
Gold;pub.1005641008;2016;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Closed;pub.1005658642;2015;pblshr.1000078;Elsevier;jour.1025069;Mitochondrion
Grün;pub.1005659550;2016;pblshr.1000078;Elsevier;jour.1027663;Mathematical Social Sciences
Hybrid;pub.1005664309;2015;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1100826;Physical Chemistry Chemical Physics
Gold;pub.1005667015;2015;pblshr.1001968;MDPI;jour.1048809;Water
Grün;pub.1005667412;2016;pblshr.1000297;Springer Nature;jour.1135927;Arabian Journal of Geosciences
Closed;pub.1005667740;2015;pblshr.1000311;Wiley;jour.1023041;Journal of Avian Biology
Closed;pub.1005680057;2015;pblshr.1000078;Elsevier;jour.1294863;Comparative Biochemistry and Physiology Part A Molecular & Integrative Physiology
Gold;pub.1005690465;2016;pblshr.1000098;Hindawi;jour.1047896;BioMed Research International
Closed;pub.1005707520;2015;pblshr.1000297;Springer Nature;jour.1008525;Acta Diabetologica
Closed;pub.1005714833;2016;pblshr.1000311;Wiley;jour.1114579;Chemistry - A European Journal
Closed;pub.1005729393;2015;pblshr.1000297;Springer Nature;jour.1094209;Medizinrecht
Grün;pub.1005732333;2017;pblshr.1000311;Wiley;jour.1138967;Review of Development Economics
Grün;pub.1005755384;2016;pblshr.1000078;Elsevier;jour.1027390;Journal of Public Economics
Gold;pub.1005763320;2015;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Gold;pub.1005787164;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1005804968;2015;pblshr.1000297;Springer Nature;jour.1004729;European Archives of Psychiatry and Clinical Neuroscience
Gold;pub.1005841544;2016;pblshr.1000098;Hindawi;jour.1043818;Stem Cells International
Grün;pub.1005864892;2016;pblshr.1000311;Wiley;jour.1126647;New Phytologist
Gold;pub.1005866989;2015;pblshr.1000297;Springer Nature;jour.1023790;BMC Genomics
Hybrid;pub.1005870480;2015;pblshr.1000297;Springer Nature;jour.1019073;Acta Neuropathologica
Closed;pub.1005877267;2016;pblshr.1000078;Elsevier;jour.1044002;Journal of Cleaner Production
Closed;pub.1005913376;2016;pblshr.1000078;Elsevier;jour.1015743;International Journal of Oral and Maxillofacial Surgery
Closed;pub.1005919062;2015;pblshr.1000311;Wiley;jour.1096739;Proteins Structure Function and Bioinformatics
Grün;pub.1005935374;2015;pblshr.1000341;Proceedings of the National Academy of Sciences;jour.1082971;Proceedings of the National Academy of Sciences
Closed;pub.1005946764;2015;pblshr.1000297;Springer Nature;jour.1096949;Parasitology Research
Gold;pub.1005954246;2016;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Closed;pub.1005974264;2016;pblshr.1000297;Springer Nature;jour.1031697;Wood Science and Technology
Grün;pub.1005987848;2015;pblshr.1000078;Elsevier;jour.1115512;Fungal Genetics and Biology
Closed;pub.1006018448;2017;pblshr.1000297;Springer Nature;jour.1136797;Empirical Software Engineering
Gold;pub.1006021876;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1327433;PLoS Computational Biology
Closed;pub.1006044074;2015;pblshr.1000311;Wiley;jour.1118025;European Journal of Organic Chemistry
Closed;pub.1006047538;2016;pblshr.1007437;IOS Press;jour.1092621;Clinical Hemorheology and Microcirculation
Hybrid;pub.1006075165;2016;pblshr.1000297;Springer Nature;jour.1312344;Development Genes and Evolution
Gold;pub.1006082092;2015;pblshr.1000297;Springer Nature;jour.1358102;Environmental Sciences Europe
Closed;pub.1006084012;2015;pblshr.1000078;Elsevier;jour.1126651;Ecological Modelling
